pclass,sex,age,sibsp,parch,fare,adult_male,deck,embark_town,alone,survived
3,female,30.0,0,0,8.6625,False,,Southampton,True,0
3,male,,0,0,7.8958,True,,Southampton,True,0
3,male,,0,0,7.225,True,,Cherbourg,True,0
3,male,33.0,0,0,8.6542,True,,Southampton,True,0
1,female,30.0,0,0,56.9292,False,E,Cherbourg,True,1
2,male,1.0,2,1,39.0,False,F,Southampton,False,1
3,female,20.0,0,0,8.6625,False,,Southampton,True,0
2,female,34.0,1,1,32.5,False,,Southampton,False,1
1,male,45.0,0,0,35.5,True,,Southampton,True,0
2,female,36.0,0,0,13.0,False,D,Southampton,True,1
3,male,39.0,0,0,7.925,True,,Southampton,True,0
3,male,20.0,1,1,15.7417,True,,Cherbourg,False,1
3,male,34.5,0,0,6.4375,True,,Cherbourg,True,0
3,male,28.0,0,0,9.5,True,,Southampton,True,0
3,male,,2,0,23.25,True,,Queenstown,False,1
3,male,,0,0,8.05,True,,Southampton,True,0
3,female,10.0,0,2,24.15,False,,Southampton,False,0
3,female,9.0,1,1,15.2458,False,,Cherbourg,False,0
3,male,,0,0,7.8958,True,,Southampton,True,0
3,male,20.5,0,0,7.25,True,,Southampton,True,0
1,female,,1,0,52.0,False,C,Southampton,False,1
1,female,36.0,0,0,135.6333,False,C,Cherbourg,True,1
3,male,,0,0,8.05,True,,Southampton,True,0
3,male,,0,0,7.55,True,,Southampton,True,0
3,male,20.0,0,0,8.6625,True,,Southampton,True,0
3,female,22.0,0,0,10.5167,False,,Southampton,True,0
2,male,39.0,0,0,13.0,True,,Southampton,True,0
3,female,37.0,0,0,9.5875,False,,Southampton,True,0
2,female,48.0,1,2,65.0,False,,Southampton,False,1
2,male,23.0,0,0,13.0,True,,Southampton,True,0
3,female,,0,0,7.7375,False,,Queenstown,True,1
2,male,70.0,0,0,10.5,True,,Southampton,True,0
3,female,32.0,1,1,15.5,False,,Queenstown,False,0
3,male,16.0,1,1,20.25,True,,Southampton,False,0
2,male,21.0,0,0,73.5,True,,Southampton,True,0
3,male,,0,0,7.25,True,,Southampton,True,0
2,male,42.0,0,0,13.0,True,,Southampton,True,0
3,male,24.0,0,0,7.7958,True,,Southampton,True,0
3,female,22.0,0,0,7.75,False,,Southampton,True,1
3,male,40.0,0,0,7.225,True,,Cherbourg,True,0
1,male,0.92,1,2,151.55,False,C,Southampton,False,1
3,male,33.0,0,0,8.6625,True,,Cherbourg,True,0
3,male,18.0,0,0,7.775,True,,Southampton,True,0
3,male,28.0,0,0,56.4958,True,,Southampton,True,0
2,male,37.0,1,0,26.0,True,,Southampton,False,0
3,female,5.0,0,0,12.475,False,,Southampton,True,1
3,female,13.0,0,0,7.2292,False,,Cherbourg,True,1
2,male,27.0,0,0,26.0,True,,Southampton,True,0
2,female,38.0,0,0,13.0,False,,Southampton,True,0
3,male,42.0,0,0,7.55,True,,Southampton,True,0
3,male,3.0,1,1,15.9,False,,Southampton,False,1
2,female,28.0,0,0,12.65,False,,Southampton,True,1
1,female,50.0,0,1,247.5208,False,B,Cherbourg,False,1
1,male,51.0,0,0,26.55,True,E,Southampton,True,1
3,male,,0,0,7.2292,True,,Cherbourg,True,0
1,female,26.0,0,0,78.85,False,,Southampton,True,1
3,male,,0,0,7.8958,True,,Southampton,True,0
1,female,24.0,0,0,49.5042,False,C,Cherbourg,True,1
1,male,42.0,1,0,52.5542,True,D,Southampton,False,1
1,male,42.0,0,0,26.2875,True,E,Southampton,True,1
3,male,,0,0,7.8958,True,,Southampton,True,0
2,male,36.0,1,2,27.75,True,,Southampton,False,0
1,female,19.0,0,2,26.2833,False,D,Southampton,False,1
3,female,,8,2,69.55,False,,Southampton,False,0
1,male,65.0,0,0,26.55,True,E,Southampton,True,0
3,female,15.0,0,0,8.0292,False,,Queenstown,True,1
3,female,,0,0,7.225,False,,Cherbourg,True,1
1,male,46.0,0,0,79.2,True,B,Cherbourg,True,0
1,male,28.0,0,0,47.1,True,,Southampton,True,0
2,female,50.0,0,1,26.0,False,,Southampton,False,1
1,female,19.0,1,0,91.0792,False,B,Cherbourg,False,1
3,female,,1,0,24.15,False,,Queenstown,False,1
1,male,25.0,1,0,55.4417,True,E,Cherbourg,False,1
1,female,62.0,0,0,80.0,False,B,,True,1
1,male,27.0,1,0,53.1,True,E,Southampton,False,1
1,female,35.0,1,0,90.0,False,C,Southampton,False,1
3,male,,0,0,15.1,True,,Southampton,True,0
3,male,42.0,0,0,7.65,True,F,Southampton,True,0
3,male,,0,0,7.8958,True,,Cherbourg,True,0
1,female,,1,0,51.8625,False,D,Southampton,False,1
3,male,24.0,0,0,7.05,True,,Southampton,True,0
3,male,24.0,0,0,7.1417,True,,Southampton,True,1
2,female,4.0,2,1,39.0,False,F,Southampton,False,1
2,female,28.0,0,0,13.0,False,,Southampton,True,1
2,male,18.0,0,0,73.5,True,,Southampton,True,0
3,female,27.0,0,2,11.1333,False,,Southampton,False,1
1,male,,0,0,39.6,True,,Cherbourg,True,0
3,male,14.0,5,2,46.9,False,,Southampton,False,0
2,female,28.0,1,0,24.0,False,,Cherbourg,False,1
3,male,22.0,0,0,9.35,True,,Southampton,True,0
1,male,37.0,1,1,52.5542,True,D,Southampton,False,1
3,male,47.0,0,0,7.25,True,,Southampton,True,0
3,male,,0,0,14.5,True,,Southampton,True,0
2,male,28.0,0,0,13.0,True,,Southampton,True,0
3,male,36.0,1,1,24.15,True,,Southampton,False,0
3,male,20.0,0,0,7.2292,True,,Cherbourg,True,1
2,female,55.0,0,0,16.0,False,,Southampton,True,1
3,female,,3,1,25.4667,False,,Southampton,False,0
3,male,22.0,0,0,7.125,True,,Southampton,True,0
2,female,57.0,0,0,10.5,False,E,Southampton,True,0
3,male,29.0,1,0,7.0458,True,,Southampton,False,0
3,male,26.0,2,0,8.6625,True,,Southampton,False,0
3,male,,0,0,8.05,True,,Southampton,True,0
1,female,39.0,1,0,55.9,False,E,Southampton,False,1
3,male,32.0,0,0,7.8958,True,,Southampton,True,0
3,female,30.0,0,0,12.475,False,,Southampton,True,1
1,female,38.0,0,0,80.0,False,B,,True,1
3,male,,0,0,7.8958,True,,Southampton,True,0
3,female,18.0,0,0,7.4958,False,,Southampton,True,1
2,female,24.0,1,2,65.0,False,,Southampton,False,1
3,female,4.0,1,1,16.7,False,G,Southampton,False,1
3,female,22.0,0,0,7.25,False,,Southampton,True,1
3,female,,0,0,7.8792,False,,Queenstown,True,1
2,male,23.0,0,0,10.5,True,,Southampton,True,0
3,male,18.0,0,0,7.7958,True,,Southampton,True,0
1,male,,0,0,31.0,True,,Southampton,True,0
3,male,33.0,0,0,7.8958,True,,Southampton,True,0
2,female,8.0,0,2,26.25,False,,Southampton,False,1
3,male,22.0,1,0,7.25,True,,Southampton,False,0
1,male,36.0,0,0,26.3875,True,E,Southampton,True,1
2,male,25.0,0,0,13.0,True,,Southampton,True,0
3,male,19.0,0,0,8.05,True,,Southampton,True,1
3,female,,1,2,23.45,False,,Southampton,False,0
1,male,36.0,1,2,120.0,True,B,Southampton,False,1
2,male,23.0,2,1,11.5,True,,Southampton,False,0
3,female,29.0,0,4,21.075,False,,Southampton,False,0
3,female,1.0,1,1,11.1333,False,,Southampton,False,1
3,male,35.0,0,0,7.8958,True,,Cherbourg,True,0
2,male,29.0,1,0,21.0,True,,Southampton,False,0
2,male,44.0,1,0,26.0,True,,Southampton,False,0
1,male,36.0,1,0,78.85,True,C,Southampton,False,0
3,male,,0,0,7.8958,True,,Southampton,True,0
3,male,,0,0,6.95,True,,Queenstown,True,0
3,male,21.0,0,0,7.7958,True,,Southampton,True,1
3,male,16.0,0,0,9.5,True,,Southampton,True,0
2,female,6.0,0,1,33.0,False,,Southampton,False,1
3,male,32.0,0,0,8.05,True,E,Southampton,True,1
1,male,38.0,0,0,0.0,True,,Southampton,True,0
2,female,26.0,1,1,26.0,False,,Southampton,False,0
1,female,54.0,1,0,78.2667,False,D,Cherbourg,False,1
1,male,,0,0,50.0,True,A,Southampton,True,0
1,male,40.0,0,0,27.7208,True,,Cherbourg,True,0
2,male,42.0,0,0,13.0,True,,Southampton,True,1
3,male,28.0,0,0,7.8542,True,,Southampton,True,0
1,female,35.0,1,0,53.1,False,C,Southampton,False,1
3,male,18.0,1,0,6.4958,True,,Southampton,False,0
3,male,18.0,0,0,8.3,True,,Southampton,True,0
3,male,9.0,4,2,31.3875,False,,Southampton,False,0
3,male,36.0,0,0,7.8958,True,,Southampton,True,0
3,female,2.0,3,2,27.9,False,,Southampton,False,0
3,male,25.0,0,0,7.05,True,,Southampton,True,0
2,male,54.0,0,0,26.0,True,,Southampton,True,0
3,female,9.0,2,2,34.375,False,,Southampton,False,0
1,male,80.0,0,0,30.0,True,A,Southampton,True,1
1,female,40.0,0,0,153.4625,False,C,Southampton,True,1
1,female,41.0,0,0,134.5,False,E,Cherbourg,True,1
2,female,24.0,1,0,26.0,False,,Southampton,False,1
3,male,22.0,0,0,9.0,True,,Southampton,True,0
1,female,17.0,1,0,57.0,False,B,Southampton,False,1
3,female,45.0,1,4,27.9,False,,Southampton,False,0
3,male,20.0,0,0,7.05,True,,Southampton,True,0
1,female,52.0,1,0,78.2667,False,D,Cherbourg,False,1
3,male,35.0,0,0,7.05,True,,Southampton,True,0
3,male,30.0,0,0,7.2292,True,,Cherbourg,True,0
3,male,,2,0,21.6792,True,,Cherbourg,False,0
1,male,38.0,1,0,90.0,True,C,Southampton,False,1
3,female,,1,0,14.4542,False,,Cherbourg,False,0
1,male,39.0,0,0,0.0,True,A,Southampton,True,0
1,female,31.0,1,0,113.275,False,D,Cherbourg,False,1
3,male,22.0,0,0,7.5208,True,,Southampton,True,0
3,male,20.0,0,0,7.925,True,,Southampton,True,0
1,female,22.0,0,0,151.55,False,,Southampton,True,1
3,female,26.0,0,0,7.8542,False,,Southampton,True,1
3,female,15.0,0,0,7.225,False,,Cherbourg,True,1
3,male,32.0,1,0,15.85,True,,Southampton,False,0
1,female,30.0,0,0,86.5,False,B,Southampton,True,1
2,female,34.0,0,1,23.0,False,,Southampton,False,1
3,female,,0,0,7.75,False,,Queenstown,True,1
3,male,1.0,1,2,20.575,False,,Southampton,False,1
2,male,28.0,0,0,13.5,True,,Southampton,True,0
1,female,30.0,0,0,93.5,False,B,Southampton,True,1
3,male,22.0,0,0,7.25,True,,Southampton,True,0
3,female,21.0,2,2,34.375,False,,Southampton,False,0
2,male,36.0,0,0,12.875,True,D,Cherbourg,True,0
3,male,40.0,0,0,7.8958,True,,Southampton,True,0
2,male,1.0,0,2,37.0042,False,,Cherbourg,False,1
3,male,40.0,1,1,15.5,True,,Queenstown,False,0
3,female,28.0,0,0,7.8958,False,,Southampton,True,0
2,female,40.0,0,0,13.0,False,,Southampton,True,1
3,female,,0,0,7.7333,False,,Queenstown,True,1
3,male,27.0,0,0,7.8958,True,,Southampton,True,0
1,female,24.0,0,0,83.1583,False,C,Cherbourg,True,1
2,female,5.0,1,2,27.75,False,,Southampton,False,1
3,male,34.0,0,0,6.4958,True,,Southampton,True,0
1,female,23.0,1,0,113.275,False,D,Cherbourg,False,1
3,male,70.5,0,0,7.75,True,,Queenstown,True,0
3,female,17.0,4,2,7.925,False,,Southampton,False,1
1,female,16.0,0,1,57.9792,False,B,Cherbourg,False,1
3,male,19.0,0,0,8.1583,True,,Southampton,True,0
3,male,25.0,0,0,7.25,True,,Southampton,True,0
1,female,25.0,1,2,151.55,False,C,Southampton,False,0
1,male,42.0,1,0,52.0,True,,Southampton,False,0
3,male,21.0,0,0,7.925,True,,Southampton,True,0
3,male,,0,0,7.8958,True,,Southampton,True,0
2,male,,0,0,0.0,True,,Southampton,True,0
1,female,15.0,0,1,211.3375,False,B,Southampton,False,1
3,male,45.0,0,0,6.975,True,,Southampton,True,0
3,male,,1,0,19.9667,True,,Southampton,False,0
3,male,25.0,1,0,7.775,True,,Southampton,False,1
1,male,33.0,0,0,5.0,True,B,Southampton,True,0
2,female,28.0,0,0,13.0,False,,Southampton,True,1
2,male,32.0,2,0,73.5,True,,Southampton,False,0
1,male,26.0,0,0,30.0,True,C,Cherbourg,True,1
3,male,37.0,2,0,7.925,True,,Southampton,False,0
1,female,50.0,0,0,28.7125,False,C,Cherbourg,True,0
1,male,50.0,1,0,106.425,True,C,Cherbourg,False,0
3,female,,0,0,8.1375,False,,Queenstown,True,0
2,male,34.0,1,0,21.0,True,,Southampton,False,0
3,female,,0,0,7.8792,False,,Queenstown,True,1
1,female,35.0,0,0,512.3292,False,,Cherbourg,True,1
3,female,48.0,1,3,34.375,False,,Southampton,False,0
1,male,47.0,0,0,38.5,True,E,Southampton,True,0
1,male,,0,0,26.55,True,,Southampton,True,1
